22.0,21.0,18.0,15.0,13.0,10.0,66.692,23.546,6.1511,0.49637,0.0,0.0,0.0,0.0,0.50007,0.11679,1.0
25.0,25.0,24.0,23.0,22.0,19.0,17.034,9.9769,1.0672,0.48483,0.46779,0.3067,0.18898,0.13011,0.552,0.10843,0.0
44.0,44.0,44.0,41.0,39.0,27.0,18.026,8.5707,0.41038,0.0,0.0,0.0,0.0,0.0,0.47593,0.12357,1.0
29.0,29.0,29.0,27.0,25.0,16.0,15.448,9.1138,1.6335,0.0,0.0,0.0,0.0,0.0,0.54174,0.13958,1.0
105.0,95.0,81.0,66.0,46.0,32.0,123.05,70.571,37.41,19.937,14.787,6.1149,2.3457,1.0022,0.52446,0.13425,1.0
105.0,95.0,81.0,66.0,46.0,32.0,123.05,70.571,37.41,19.937,14.787,6.1149,2.3457,1.0022,0.52446,0.13425,1.0
10.0,10.0,9.0,9.0,9.0,6.0,72.939,20.285,9.7932,0.91626,0.040814,0.0,0.0,0.0,0.52893,0.10816,0.0
40.0,38.0,33.0,25.0,20.0,12.0,73.083,23.121,13.094,5.4374,3.8453,2.0288,0.51857,0.10715,0.52711,0.10513,1.0
25.0,25.0,25.0,23.0,22.0,18.0,22.48,13.95,0.43623,0.11612,0.0,0.0,0.0,0.0,0.55168,0.13966,0.0
55.0,53.0,51.0,47.0,39.0,26.0,71.337,39.43,21.118,3.9563,0.6367,0.032852,0.0,0.0,0.54077,0.11733,0.0
45.0,45.0,45.0,43.0,37.0,24.0,35.174,15.421,5.2062,1.4919,0.37143,0.017095,0.0,0.0,0.54336,0.11811,0.0
22.0,22.0,22.0,19.0,18.0,14.0,49.896,17.776,5.2709,0.77176,0.018632,0.006864,0.003923,0.003923,0.4869,0.10003,0.0
94.0,93.0,92.0,89.0,86.0,77.0,8.6108,1.9813,0.40118,0.066095,0.0,0.0,0.0,0.0,0.54128,0.12451,0.0
70.0,69.0,65.0,63.0,63.0,50.0,10.56,3.1084,0.62551,0.28796,0.10398,0.004799,0.0,0.0,0.5344,0.089587,1.0
45.0,45.0,45.0,43.0,40.0,32.0,84.358,50.977,17.294,1.9744,0.0,0.0,0.0,0.0,0.54601,0.11238,0.0
99.0,98.0,68.0,53.0,42.0,27.0,298.07,50.27,33.694,10.989,6.1244,1.749,0.35844,0.18128,0.55648,0.11742,1.0
44.0,43.0,41.0,41.0,37.0,29.0,28.356,6.9356,2.3058,0.32372,0.0,0.0,0.0,0.0,0.50283,0.12674,1.0
48.0,43.0,39.0,32.0,27.0,18.0,23.013,6.7376,2.4039,0.18923,0.011437,0.0,0.0,0.0,0.50155,0.13829,1.0
99.0,98.0,68.0,53.0,42.0,27.0,298.07,50.27,33.694,10.989,6.1244,1.749,0.35844,0.18128,0.55648,0.11742,1.0
30.0,30.0,30.0,29.0,27.0,21.0,5.1633,0.84672,0.003019,0.0,0.0,0.0,0.0,0.0,0.49825,0.12527,0.0
48.0,43.0,39.0,32.0,27.0,18.0,23.013,6.7376,2.4039,0.18923,0.011437,0.0,0.0,0.0,0.50155,0.13829,1.0
42.0,38.0,38.0,37.0,35.0,32.0,12.495,4.4265,0.58836,0.0,0.0,0.0,0.0,0.0,0.56108,0.099592,1.0
25.0,25.0,24.0,23.0,22.0,19.0,17.034,9.9769,1.0672,0.48483,0.46779,0.3067,0.18898,0.13011,0.552,0.10843,0.0
30.0,30.0,30.0,29.0,27.0,21.0,5.1633,0.84672,0.003019,0.0,0.0,0.0,0.0,0.0,0.49825,0.12527,0.0
25.0,25.0,25.0,23.0,22.0,18.0,22.48,13.95,0.43623,0.11612,0.0,0.0,0.0,0.0,0.55168,0.13966,0.0
22.0,21.0,18.0,15.0,13.0,10.0,66.692,23.546,6.1511,0.49637,0.0,0.0,0.0,0.0,0.50007,0.11679,1.0
40.0,38.0,33.0,25.0,20.0,12.0,73.083,23.121,13.094,5.4374,3.8453,2.0288,0.51857,0.10715,0.52711,0.10513,1.0
94.0,93.0,92.0,89.0,86.0,77.0,8.6108,1.9813,0.40118,0.066095,0.0,0.0,0.0,0.0,0.54128,0.12451,0.0
48.0,43.0,39.0,32.0,27.0,18.0,23.013,6.7376,2.4039,0.18923,0.011437,0.0,0.0,0.0,0.50155,0.13829,1.0
16.0,16.0,16.0,13.0,10.0,8.0,45.546,22.493,4.829,1.6722,0.43302,0.26387,0.029964,0.010632,0.51083,0.12372,1.0
25.0,25.0,25.0,23.0,22.0,18.0,22.48,13.95,0.43623,0.11612,0.0,0.0,0.0,0.0,0.55168,0.13966,0.0
12.0,12.0,11.0,11.0,10.0,8.0,31.304,2.021,0.31061,0.008228,0.0,0.0,0.0,0.0,0.56679,0.096681,0.0
19.0,17.0,15.0,12.0,12.0,7.0,179.7,34.678,13.019,1.0452,0.023003,0.005001,0.002,0.0,0.47042,0.094014,1.0
46.0,41.0,39.0,32.0,23.0,15.0,115.53,21.293,9.6657,2.2767,0.3294,0.186,0.11846,0.071698,0.54047,0.10495,1.0
5.0,5.0,5.0,5.0,4.0,2.0,69.552,31.665,13.057,0.73431,0.0,0.0,0.0,0.0,0.50226,0.10902,0.0
7.0,7.0,7.0,7.0,7.0,4.0,37.239,17.444,2.8885,0.078299,0.034375,0.008594,0.005729,0.003819,0.49992,0.14896,0.0
55.0,53.0,51.0,47.0,39.0,26.0,71.337,39.43,21.118,3.9563,0.6367,0.032852,0.0,0.0,0.54077,0.11733,0.0
25.0,25.0,25.0,23.0,22.0,18.0,22.48,13.95,0.43623,0.11612,0.0,0.0,0.0,0.0,0.55168,0.13966,0.0
99.0,98.0,68.0,53.0,42.0,27.0,298.07,50.27,33.694,10.989,6.1244,1.749,0.35844,0.18128,0.55648,0.11742,1.0
5.0,5.0,5.0,5.0,4.0,2.0,69.552,31.665,13.057,0.73431,0.0,0.0,0.0,0.0,0.50226,0.10902,0.0
49.0,48.0,45.0,40.0,37.0,26.0,26.348,13.667,2.5564,0.19247,0.0,0.0,0.0,0.0,0.55776,0.11331,1.0
70.0,69.0,65.0,63.0,63.0,50.0,10.56,3.1084,0.62551,0.28796,0.10398,0.004799,0.0,0.0,0.5344,0.089587,1.0
44.0,43.0,42.0,41.0,39.0,27.0,173.76,38.296,21.431,8.548,3.1353,1.043,0.17138,0.080959,0.52022,0.1146,1.0
22.0,22.0,22.0,19.0,18.0,14.0,49.896,17.776,5.2709,0.77176,0.018632,0.006864,0.003923,0.003923,0.4869,0.10003,0.0
6.0,6.0,6.0,6.0,2.0,1.0,20.68,9.4978,1.2237,0.15038,0.0,0.0,0.0,0.0,0.57632,0.071071,0.0
7.0,7.0,7.0,7.0,6.0,4.0,172.83,76.29,17.212,1.2017,0.012138,0.0,0.0,0.0,0.5122,0.14263,1.0
64.0,62.0,60.0,58.0,51.0,43.0,42.14,20.794,7.618,0.69538,0.13751,0.0,0.0,0.0,0.48581,0.087509,1.0
13.0,12.0,11.0,9.0,8.0,6.0,2.1267,0.33774,0.0,0.0,0.0,0.0,0.0,0.0,0.49313,0.13571,0.0
101.0,87.0,73.0,60.0,42.0,24.0,145.8,15.769,6.6479,0.37264,0.004039,0.0,0.0,0.0,0.56897,0.064631,1.0
37.0,34.0,31.0,30.0,28.0,24.0,8.8182,3.1615,1.9009,1.5247,1.2929,0.16583,0.0,0.0,0.53822,0.09827,1.0
94.0,93.0,92.0,89.0,86.0,77.0,8.6108,1.9813,0.40118,0.066095,0.0,0.0,0.0,0.0,0.54128,0.12451,0.0
10.0,10.0,9.0,9.0,9.0,6.0,72.939,20.285,9.7932,0.91626,0.040814,0.0,0.0,0.0,0.52893,0.10816,0.0
4.0,4.0,4.0,4.0,4.0,4.0,78.557,20.402,5.1512,0.34631,0.034114,0.0,0.0,0.0,0.50681,0.11475,0.0
24.0,24.0,23.0,21.0,19.0,15.0,96.599,36.501,10.879,1.4075,0.005772,0.003848,0.0,0.0,0.52749,0.10583,0.0
42.0,42.0,37.0,36.0,35.0,26.0,79.513,58.725,2.7913,0.42008,0.21696,0.16772,0.14464,0.0,0.55858,0.16618,1.0
45.0,45.0,45.0,43.0,37.0,24.0,35.174,15.421,5.2062,1.4919,0.37143,0.017095,0.0,0.0,0.54336,0.11811,0.0
9.0,9.0,9.0,9.0,8.0,5.0,196.17,36.53,18.431,3.606,0.05935,0.0,0.0,0.0,0.5215,0.10847,0.0
44.0,43.0,42.0,41.0,39.0,27.0,173.76,38.296,21.431,8.548,3.1353,1.043,0.17138,0.080959,0.52022,0.1146,1.0
22.0,22.0,22.0,19.0,18.0,14.0,49.896,17.776,5.2709,0.77176,0.018632,0.006864,0.003923,0.003923,0.4869,0.10003,0.0
42.0,38.0,38.0,37.0,35.0,32.0,12.495,4.4265,0.58836,0.0,0.0,0.0,0.0,0.0,0.56108,0.099592,1.0
25.0,24.0,24.0,22.0,21.0,15.0,51.246,23.521,5.9458,0.52371,0.0,0.0,0.0,0.0,0.51769,0.14919,0.0
30.0,30.0,30.0,29.0,27.0,21.0,5.1633,0.84672,0.003019,0.0,0.0,0.0,0.0,0.0,0.49825,0.12527,0.0
4.0,4.0,4.0,4.0,4.0,4.0,78.557,20.402,5.1512,0.34631,0.034114,0.0,0.0,0.0,0.50681,0.11475,0.0
17.0,16.0,16.0,16.0,12.0,10.0,54.483,14.8,3.2036,0.15594,0.01462,0.003899,0.0,0.0,0.52277,0.081869,0.0
66.0,62.0,61.0,61.0,57.0,44.0,42.595,20.475,2.7838,1.1314,0.49804,0.2152,0.0,0.0,0.52795,0.086082,0.0
42.0,38.0,38.0,37.0,35.0,32.0,12.495,4.4265,0.58836,0.0,0.0,0.0,0.0,0.0,0.56108,0.099592,1.0
56.0,55.0,54.0,51.0,46.0,31.0,41.154,19.14,8.6646,0.81969,0.004631,0.0,0.0,0.0,0.48714,0.12041,1.0
20.0,18.0,16.0,15.0,13.0,9.0,65.114,33.125,8.7854,0.67354,0.051811,0.002933,0.000978,0.000978,0.56946,0.089936,0.0
94.0,93.0,92.0,89.0,86.0,77.0,8.6108,1.9813,0.40118,0.066095,0.0,0.0,0.0,0.0,0.54128,0.12451,0.0
55.0,53.0,53.0,50.0,43.0,31.0,40.467,18.446,9.1189,3.0794,0.84026,0.27243,0.007653,0.001531,0.48328,0.11479,0.0
24.0,24.0,23.0,21.0,19.0,15.0,96.599,36.501,10.879,1.4075,0.005772,0.003848,0.0,0.0,0.52749,0.10583,0.0
56.0,55.0,55.0,51.0,47.0,36.0,36.371,10.641,2.5631,0.15848,0.016762,0.0,0.0,0.0,0.52509,0.057906,1.0
33.0,33.0,33.0,32.0,32.0,31.0,4.6453,0.23359,0.003115,0.0,0.0,0.0,0.0,0.0,0.51536,0.099665,1.0
34.0,34.0,28.0,22.0,17.0,9.0,80.103,35.595,7.5158,0.92997,0.25993,0.21661,0.18484,0.003851,0.5157,0.095308,1.0
49.0,48.0,45.0,40.0,37.0,26.0,26.348,13.667,2.5564,0.19247,0.0,0.0,0.0,0.0,0.55776,0.11331,1.0
55.0,53.0,51.0,47.0,39.0,26.0,71.337,39.43,21.118,3.9563,0.6367,0.032852,0.0,0.0,0.54077,0.11733,0.0
4.0,4.0,4.0,4.0,4.0,4.0,78.557,20.402,5.1512,0.34631,0.034114,0.0,0.0,0.0,0.50681,0.11475,0.0
5.0,5.0,5.0,5.0,4.0,2.0,69.552,31.665,13.057,0.73431,0.0,0.0,0.0,0.0,0.50226,0.10902,0.0
72.0,68.0,67.0,62.0,54.0,38.0,25.339,10.491,3.395,0.32121,0.061476,0.001537,0.0,0.0,0.49034,0.11527,1.0
24.0,24.0,22.0,18.0,16.0,13.0,57.71,23.8,3.3254,0.23419,0.003903,0.003903,0.003903,0.003903,0.52091,0.14441,0.0
35.0,34.0,33.0,31.0,23.0,14.0,64.555,32.798,12.323,4.697,2.1011,1.0735,0.32498,0.12687,0.56896,0.089784,0.0
16.0,16.0,16.0,13.0,10.0,8.0,45.546,22.493,4.829,1.6722,0.43302,0.26387,0.029964,0.010632,0.51083,0.12372,1.0
49.0,48.0,48.0,47.0,45.0,39.0,30.842,13.342,3.7188,0.39592,0.036135,0.0,0.0,0.0,0.51496,0.10212,0.0
58.0,57.0,56.0,56.0,54.0,43.0,52.804,31.474,5.6614,0.31165,0.017227,0.0,0.0,0.0,0.49127,0.076738,1.0
94.0,93.0,92.0,89.0,86.0,77.0,8.6108,1.9813,0.40118,0.066095,0.0,0.0,0.0,0.0,0.54128,0.12451,0.0
66.0,65.0,65.0,64.0,63.0,53.0,11.103,4.009,0.39716,0.12927,0.076318,0.052955,0.035823,0.01869,0.5432,0.096565,1.0
42.0,38.0,38.0,37.0,35.0,32.0,12.495,4.4265,0.58836,0.0,0.0,0.0,0.0,0.0,0.56108,0.099592,1.0
37.0,37.0,37.0,34.0,31.0,23.0,61.358,35.166,8.114,1.2049,0.1785,0.010772,0.0,0.0,0.47819,0.11079,0.0
12.0,12.0,11.0,11.0,10.0,8.0,31.304,2.021,0.31061,0.008228,0.0,0.0,0.0,0.0,0.56679,0.096681,0.0
55.0,53.0,53.0,50.0,43.0,31.0,40.467,18.446,9.1189,3.0794,0.84026,0.27243,0.007653,0.001531,0.48328,0.11479,0.0
17.0,16.0,16.0,16.0,12.0,10.0,54.483,14.8,3.2036,0.15594,0.01462,0.003899,0.0,0.0,0.52277,0.081869,0.0
39.0,39.0,36.0,35.0,30.0,27.0,66.29,18.41,9.2906,1.6406,0.11862,0.012324,0.010783,0.003081,0.50265,0.09551,0.0
19.0,19.0,15.0,15.0,15.0,11.0,3.3322,0.30293,0.054801,0.0,0.0,0.0,0.0,0.0,0.51971,0.11874,1.0
35.0,34.0,33.0,31.0,23.0,14.0,64.555,32.798,12.323,4.697,2.1011,1.0735,0.32498,0.12687,0.56896,0.089784,0.0
101.0,87.0,73.0,60.0,42.0,24.0,145.8,15.769,6.6479,0.37264,0.004039,0.0,0.0,0.0,0.56897,0.064631,1.0
11.0,10.0,10.0,6.0,5.0,5.0,104.73,31.382,7.4751,0.37396,0.029167,0.0,0.0,0.0,0.56395,0.12604,1.0
17.0,17.0,17.0,17.0,17.0,10.0,22.691,6.9184,1.1655,0.062406,0.013441,0.005761,0.005761,0.0048,0.49948,0.097929,0.0
103.0,89.0,83.0,71.0,60.0,38.0,11.025,3.7623,0.015592,0.010914,0.003118,0.003118,0.001559,0.001559,0.48857,0.13409,1.0
52.0,51.0,51.0,50.0,48.0,34.0,22.952,10.029,4.4235,0.51314,0.054096,0.023184,0.0,0.0,0.49706,0.10046,0.0
95.0,83.0,81.0,73.0,62.0,42.0,40.187,17.35,10.184,3.3187,1.3259,0.41155,0.034038,0.004642,0.47864,0.092831,1.0
42.0,42.0,37.0,36.0,35.0,26.0,79.513,58.725,2.7913,0.42008,0.21696,0.16772,0.14464,0.0,0.55858,0.16618,1.0
49.0,48.0,48.0,47.0,45.0,39.0,30.842,13.342,3.7188,0.39592,0.036135,0.0,0.0,0.0,0.51496,0.10212,0.0
53.0,52.0,52.0,52.0,51.0,39.0,75.983,39.167,15.955,1.2878,0.093432,0.0,0.0,0.0,0.55414,0.11835,0.0
18.0,18.0,18.0,17.0,15.0,9.0,72.631,25.142,10.054,1.8246,0.26608,0.019519,0.0,0.0,0.55331,0.093488,1.0
94.0,93.0,92.0,89.0,86.0,77.0,8.6108,1.9813,0.40118,0.066095,0.0,0.0,0.0,0.0,0.54128,0.12451,0.0
44.0,44.0,44.0,41.0,39.0,27.0,18.026,8.5707,0.41038,0.0,0.0,0.0,0.0,0.0,0.47593,0.12357,1.0
39.0,39.0,36.0,35.0,30.0,27.0,66.29,18.41,9.2906,1.6406,0.11862,0.012324,0.010783,0.003081,0.50265,0.09551,0.0
64.0,64.0,63.0,58.0,55.0,40.0,19.673,6.0649,0.90734,0.080105,0.0,0.0,0.0,0.0,0.55118,0.098591,0.0
10.0,10.0,10.0,8.0,7.0,4.0,67.107,17.442,4.8906,0.28786,0.004012,0.0,0.0,0.0,0.56373,0.079236,1.0
22.0,19.0,19.0,15.0,12.0,9.0,70.192,24.971,4.4037,0.71367,0.39467,0.20756,0.089976,0.039876,0.51867,0.098155,1.0
47.0,39.0,33.0,23.0,17.0,10.0,80.308,33.759,19.625,16.094,12.541,9.183,5.2284,3.0868,0.48357,0.098941,1.0
15.0,15.0,14.0,14.0,11.0,9.0,120.04,55.141,9.1763,1.021,0.007691,0.004807,0.004807,0.003845,0.51462,0.085562,0.0
42.0,41.0,40.0,37.0,34.0,22.0,29.99,11.839,1.1124,0.0,0.0,0.0,0.0,0.0,0.51187,0.13984,1.0
35.0,35.0,34.0,30.0,27.0,21.0,20.224,10.672,0.93714,0.083337,0.0,0.0,0.0,0.0,0.52851,0.10063,1.0
43.0,42.0,42.0,39.0,37.0,27.0,39.211,18.276,3.9392,0.5842,0.018209,0.009104,0.00607,0.004552,0.47098,0.12139,0.0
35.0,35.0,34.0,30.0,27.0,21.0,20.224,10.672,0.93714,0.083337,0.0,0.0,0.0,0.0,0.52851,0.10063,1.0
107.0,98.0,77.0,63.0,47.0,28.0,199.43,44.821,25.535,7.709,0.24247,0.011447,0.003122,0.002081,0.49131,0.1384,1.0
30.0,30.0,30.0,29.0,27.0,21.0,5.1633,0.84672,0.003019,0.0,0.0,0.0,0.0,0.0,0.49825,0.12527,0.0
60.0,58.0,56.0,54.0,49.0,37.0,17.134,7.8793,3.4867,0.12656,0.003087,0.0,0.0,0.0,0.53461,0.086434,1.0
19.0,19.0,18.0,15.0,12.0,7.0,39.835,6.0675,1.3712,0.18684,0.025302,0.003893,0.003893,0.003893,0.55641,0.11191,1.0
20.0,18.0,16.0,15.0,13.0,9.0,65.114,33.125,8.7854,0.67354,0.051811,0.002933,0.000978,0.000978,0.56946,0.089936,0.0
62.0,60.0,59.0,54.0,47.0,33.0,55.831,27.994,12.687,4.8523,1.3939,0.37325,0.041817,0.007744,0.5309,0.12855,1.0
13.0,13.0,13.0,12.0,12.0,11.0,65.162,25.773,3.7093,0.32287,0.002063,0.0,0.0,0.0,0.5543,0.096963,1.0
22.0,21.0,18.0,15.0,13.0,10.0,66.692,23.546,6.1511,0.49637,0.0,0.0,0.0,0.0,0.50007,0.11679,1.0
18.0,18.0,18.0,17.0,15.0,9.0,72.631,25.142,10.054,1.8246,0.26608,0.019519,0.0,0.0,0.55331,0.093488,1.0
29.0,29.0,29.0,27.0,25.0,16.0,15.448,9.1138,1.6335,0.0,0.0,0.0,0.0,0.0,0.54174,0.13958,1.0
16.0,15.0,15.0,14.0,12.0,9.0,1.5856,0.064843,0.004632,0.0,0.0,0.0,0.0,0.0,0.49252,0.12505,0.0
12.0,11.0,11.0,10.0,9.0,8.0,87.874,15.997,6.4563,1.2402,0.007041,0.001006,0.0,0.0,0.52372,0.11466,1.0
114.0,110.0,93.0,76.0,51.0,27.0,189.37,27.807,13.991,0.89107,0.008232,0.0,0.0,0.0,0.57705,0.13171,1.0
33.0,33.0,33.0,32.0,32.0,31.0,4.6453,0.23359,0.003115,0.0,0.0,0.0,0.0,0.0,0.51536,0.099665,1.0
19.0,19.0,18.0,15.0,12.0,7.0,39.835,6.0675,1.3712,0.18684,0.025302,0.003893,0.003893,0.003893,0.55641,0.11191,1.0
19.0,18.0,17.0,14.0,13.0,8.0,47.0,28.29,12.426,1.6005,0.086458,0.0,0.0,0.0,0.53251,0.086458,0.0
43.0,42.0,42.0,39.0,37.0,27.0,39.211,18.276,3.9392,0.5842,0.018209,0.009104,0.00607,0.004552,0.47098,0.12139,0.0
7.0,7.0,7.0,7.0,6.0,4.0,172.83,76.29,17.212,1.2017,0.012138,0.0,0.0,0.0,0.5122,0.14263,1.0
7.0,7.0,7.0,7.0,6.0,4.0,172.83,76.29,17.212,1.2017,0.012138,0.0,0.0,0.0,0.5122,0.14263,1.0
11.0,11.0,11.0,11.0,10.0,9.0,78.775,45.688,17.219,0.51234,0.008165,0.0,0.0,0.0,0.5402,0.082669,0.0
9.0,9.0,8.0,7.0,7.0,4.0,145.89,17.009,7.4002,0.95429,0.001045,0.0,0.0,0.0,0.53223,0.093025,1.0
35.0,35.0,34.0,30.0,27.0,21.0,20.224,10.672,0.93714,0.083337,0.0,0.0,0.0,0.0,0.52851,0.10063,1.0
4.0,4.0,4.0,4.0,4.0,4.0,78.557,20.402,5.1512,0.34631,0.034114,0.0,0.0,0.0,0.50681,0.11475,0.0
87.0,82.0,80.0,77.0,72.0,46.0,30.018,6.742,2.1931,0.26175,0.0,0.0,0.0,0.0,0.51677,0.10067,0.0
35.0,34.0,33.0,31.0,23.0,14.0,64.555,32.798,12.323,4.697,2.1011,1.0735,0.32498,0.12687,0.56896,0.089784,0.0
18.0,18.0,18.0,17.0,15.0,9.0,72.631,25.142,10.054,1.8246,0.26608,0.019519,0.0,0.0,0.55331,0.093488,1.0
43.0,43.0,42.0,40.0,37.0,30.0,11.867,2.8053,0.63162,0.0,0.0,0.0,0.0,0.0,0.53157,0.12016,0.0
63.0,62.0,62.0,58.0,53.0,42.0,42.29,19.897,10.561,2.7309,0.40339,0.085245,0.0,0.0,0.469,0.097422,1.0
22.0,22.0,22.0,19.0,18.0,14.0,49.896,17.776,5.2709,0.77176,0.018632,0.006864,0.003923,0.003923,0.4869,0.10003,0.0
58.0,57.0,56.0,56.0,54.0,43.0,52.804,31.474,5.6614,0.31165,0.017227,0.0,0.0,0.0,0.49127,0.076738,1.0
47.0,45.0,41.0,39.0,37.0,30.0,88.803,49.014,25.012,6.6077,1.1779,0.074593,0.001554,0.0,0.53816,0.11344,0.0
16.0,15.0,15.0,14.0,12.0,9.0,1.5856,0.064843,0.004632,0.0,0.0,0.0,0.0,0.0,0.49252,0.12505,0.0
101.0,87.0,73.0,60.0,42.0,24.0,145.8,15.769,6.6479,0.37264,0.004039,0.0,0.0,0.0,0.56897,0.064631,1.0
62.0,61.0,61.0,61.0,61.0,55.0,16.975,10.315,1.2793,0.045961,0.0,0.0,0.0,0.0,0.5354,0.09039,1.0
45.0,45.0,45.0,43.0,40.0,32.0,84.358,50.977,17.294,1.9744,0.0,0.0,0.0,0.0,0.54601,0.11238,0.0
42.0,38.0,38.0,37.0,35.0,32.0,12.495,4.4265,0.58836,0.0,0.0,0.0,0.0,0.0,0.56108,0.099592,1.0
48.0,43.0,39.0,32.0,27.0,18.0,23.013,6.7376,2.4039,0.18923,0.011437,0.0,0.0,0.0,0.50155,0.13829,1.0
16.0,15.0,14.0,13.0,11.0,9.0,46.833,21.636,3.0,0.50677,0.12496,0.046611,0.000992,0.000992,0.57876,0.10116,0.0
44.0,44.0,44.0,41.0,39.0,27.0,18.026,8.5707,0.41038,0.0,0.0,0.0,0.0,0.0,0.47593,0.12357,1.0
64.0,62.0,60.0,58.0,51.0,43.0,42.14,20.794,7.618,0.69538,0.13751,0.0,0.0,0.0,0.48581,0.087509,1.0
60.0,56.0,46.0,37.0,29.0,19.0,247.8,55.344,32.2,11.185,3.6424,1.8228,1.1324,0.31387,0.48911,0.077165,1.0
17.0,17.0,17.0,17.0,17.0,10.0,22.691,6.9184,1.1655,0.062406,0.013441,0.005761,0.005761,0.0048,0.49948,0.097929,0.0
67.0,66.0,66.0,64.0,61.0,55.0,51.07,25.921,15.033,4.4378,0.16542,0.003181,0.001591,0.0,0.49841,0.082712,1.0
55.0,53.0,53.0,50.0,43.0,31.0,40.467,18.446,9.1189,3.0794,0.84026,0.27243,0.007653,0.001531,0.48328,0.11479,0.0
11.0,11.0,10.0,9.0,8.0,5.0,146.11,54.693,40.272,25.905,16.272,8.4512,1.9179,0.61001,0.47874,0.085831,1.0
14.0,14.0,14.0,14.0,12.0,9.0,125.73,48.659,16.775,1.6949,0.00595,0.00595,0.00595,0.00595,0.55084,0.11107,0.0
53.0,52.0,52.0,52.0,51.0,39.0,75.983,39.167,15.955,1.2878,0.093432,0.0,0.0,0.0,0.55414,0.11835,0.0
46.0,41.0,39.0,32.0,23.0,15.0,115.53,21.293,9.6657,2.2767,0.3294,0.186,0.11846,0.071698,0.54047,0.10495,1.0
76.0,76.0,74.0,69.0,61.0,41.0,56.753,24.996,10.184,2.2165,0.18379,0.03613,0.0,0.0,0.56904,0.12567,0.0
56.0,55.0,46.0,41.0,37.0,28.0,6.9608,2.7473,1.5441,0.63141,0.20181,0.16053,0.13301,0.11772,0.52287,0.10243,1.0
47.0,47.0,45.0,42.0,39.0,27.0,12.529,4.0438,0.30954,0.021243,0.0,0.0,0.0,0.0,0.53736,0.12139,1.0
56.0,55.0,46.0,41.0,37.0,28.0,6.9608,2.7473,1.5441,0.63141,0.20181,0.16053,0.13301,0.11772,0.52287,0.10243,1.0
37.0,36.0,36.0,36.0,34.0,25.0,37.667,16.675,4.589,1.1196,0.11385,0.0,0.0,0.0,0.55009,0.11385,0.0
49.0,48.0,45.0,40.0,37.0,26.0,26.348,13.667,2.5564,0.19247,0.0,0.0,0.0,0.0,0.55776,0.11331,1.0
52.0,48.0,46.0,41.0,36.0,29.0,6.9221,3.1888,1.5026,1.0391,0.86642,0.0,0.0,0.0,0.5391,0.10577,1.0
55.0,53.0,51.0,46.0,43.0,34.0,23.318,3.723,1.8141,0.031116,0.0,0.0,0.0,0.0,0.5396,0.10891,1.0
